0|1|2|3|4|5|6|7|8|source_page|9|10|council|province|district|constituency
Capital (20% of LGEF)|"2,055,625.8
2"|"2,055,625.8
2"|"2,055,625.8
2"|"2,055,625.8
2"|"2,055,625.8
2"|10,278,129|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
TOTAL|35,278,287|36,148,200|36,727,457|37,364,641|38,065,542|183,584,12|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||||||6|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|2022|2023|2024|2025|2026|Total|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Local Taxes|15,000.00|34,185|37,604|41,364|45,500|173,653|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Fees and Charges|1,943,099.00|1,248,304.00|1,373,134|1,510,448|1,661,493|7,736,478|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Licences|68,534.00|73,100.00|80,410|88,451|97,296|407,791|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Levies|178,293.00|184,525.00|202,978|223,275|245,603|1,034,674|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Permits|63,735.00|177,460.00|195,206|214,727|236,199|887,327|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Charges|5,254,000.00|4,075,000.00|4,482,500|4,930,750|5,423,825|24,166,075|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
TOTAL|7,522,661|5,792,574|6,371,831|7,009,015|7,709,916|34,405,997|||149|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
YEARS|202|202|2024|2025|2026|TOTA|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|2|3||||L|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
CDF|"25,700,0
00"|"28,300,0
00"|"28,300,
000"|"28,300,0
00"|28,300,000|"138,900,00
0.00"|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
TOTAL|25,700,0|28,300,0|28,300,|28,300,0|28,300,000|138,900,00|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|00|00|000|00||0.00|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
YEARS|2022|2023|2024|2025|2026|TOTAL|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Capital
Component
(Annual)"|"2,055,625.
82"|"2,055,625.
82"|"2,055,625
.82"|"2,055,625
.82"|"2,055,625.
82"|"10,278,12
9.00"|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|2,055,625.|2,055,625.|2,055,625|2,055,625|2,055,625.|10,278,12|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||82|.82|.82|82|9.00|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|82||||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
TOTAL|||||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|Implementing|Estimated Income per year|||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|||||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|Agency|2023|2024|2025|2026|2027|Total||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Construction of truck
park in Bay"|LA|-|396,000|435,600|479,160|527,076|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||1,837,836||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Construction of an
Engineering Depot"|LA|-|132,000|145,200|159,720|175,692|||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||612,612||150|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Setting up Block
making Plant"|LA|-|264,000|290,000|319,000|351,384|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||1,224,384||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Setting up of a metal
fabrication workshop"|LA|-||145,200|159,720|175,692|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||480,612||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Construction of an
events hall"|LA|-|-|||351,384|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||351,384||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Rehabilitation &
Construction of Lodges"|LA|-|110,000|121,000|133,000|146,410|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||369,600||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Construction of 9
Housing Units"|LA|-|52,800|79,200|105,600|132,000|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||393,600||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Construction of Barrier
gates"|"Increase levies
from pickets by
20%"|64,444|70,889|77,978|85,775|94,353|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||393,439||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
"Acquisition of revenue
collection vehicle"|"Increase
revenue by
30%"|35,082|38,591|42,450|46,495|51,364|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||213,982||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
TOTALS|||||||||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
||99,526|1,064,280|1,336,628|1,488,470|2,005,355|5,994,259||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
REVENUE PROJECTION FOR THE NEXT 5 YEARS|||||||||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
YEARS|2022|2023|2024|2025|2026|TOTAL|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Locally Generated Revenue|7,522,661|5,792,574|6,371,831|7,009,015|7,709,916|34,405,997|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Constituency Development Fund|25,700,000|28,300,000|28,300,000|28,300,000|28,300,000|138,900,000|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Capital (20% of LGEF)|2,055,625.82|2,055,625.82|2,055,625.82|2,055,625.82|2,055,625.82|10,278,129|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
RIDP Projects (Revenue)|0|99,526.00|1,064,280.00|1,336,628.00|1,488,470.00|3,988,904|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
TOTAL|35,278,287|36,247,726|37,791,737|38,701,269|39,554,012|187,573,030|||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||151|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Objective|Farmer Support Programme by 2034||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Strategy|promote diversification within the agriculture sector||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Infrastructure Development||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Activities|Location|Target|Target|Target|Target|Target|Output|Source of|154|Frequen|Responsibl|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|(by|Year 1|Year 2|Year 3|Year 4|Year 5|Indicator|Informati|154|cy|e Agency/|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|priority)|||||||on|154||Officer|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Setting up of|"Nyamphand
e, Munyeta,
Chakwenga,
Chinzete,
Mwambashi"|1|1|1|1|1|"Number of
service
centers
constructed"|"Project
Reports"|154|"Quarterl
y"|DFLCO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
livestock and|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
fisheries service|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
centers|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Setting up of|"Chinyunyu,
Mwachilele,
Namanongo"||1|1||1|"Number of
Breeding
centers
constructed"|"Project
Reports"|154|"Quarterl
y"|DFLCO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
breeding centers|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Setting up of|"Lukwipa
and
Kanyongolo
ka"||1||1||"Number of
Fish
Hatcharies
Established"|"Project
Reports"|154|"Quarterl
y"|DFLCO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
fish hatcheries|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Setup irrigation|"Mwachilele,
Chamulimb
a, Munyeta
Shikabeta"|4|1|3|1|1|"Number of
irrigation
facilities
constructed"|"Project
Reports"|154|"Quarterl
y"|"MLG,
DWRD and
MOA"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
facilities (dams,|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
weirs,|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
boreholes) in|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
BundaBunda|||||||||154|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||155|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Setting up and|"Nyamphand
e,
kanyongolo
ka, Munyeta
and
Lukwipa"||1|1|1|1|"Number of
Aqua cultural
parks
constructed"|"Project
Reports"|155|"Quarterl
y"|MFL|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
development of|||||||||155|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
aqua cultural|||||||||155|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
parks|||||||||155|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Construction of|"Rufunsa,
Mpanshya,
Sinjela,
Kabuyu,
Munyeta,
Namanongo
,
Kanyongolo
ka"||2|2|2|2|"Number of
Dip tanks
Constructed"|"Project
Reports"|155|"Quarterl
y"|MFL|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Dip Tanks|||||||||155|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Rehabilitation of|"Sinjela,
Chinyunyu,
Nyangwena"|1|1|1|||"Number of
Dip tanks
Rehabilitated"|"Project
Reports"|155|"Quarterl
y"|MFL|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Construction of|Rufunsa||1||||"Presence of
office block"|"Project
Reports"|155|Monthly|MFL/MOA|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
office block|||||||||155|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Construction of|"Mpanshya,
Rufunsa,
Ndubulula,
Namanongo"||1|1|1|1|"Number of
staff houses
constructed"|"Project
Reports"|155|Monthly|MFL/MOA|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Staff Houses|||||||||155|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Rehabilition of|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Staff Houses|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Livestock Re-Stocking||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Livestock Pass-|"Rufunsa
District"|240|240|240|240|240|"Number of
Livestock
passed on"|"Departme
ntal report"|156|"Quarterl
y"|"Scrala and
World
Vision"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
on Development|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Extension services||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Farmer trainings|"5 camps
(Mpanshya,
Rufunsa,
Chinyunyu,
Nangwena
and Sinjela"|1,800|2250|2800|3500|4,300|"Number of
farmers
Trained"|"Departme
ntal report"|156|"Quarterl
y"|DFLCO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Crop Diversification promotion||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Farmer|"Agricultural
Camps"|1800|1800|1800|1800|1800|"Number of
farmers
registered"|"Registrati
on forms"|156|Annually|DACO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Registration|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Promotion of|"Agricultural
Camps"|26,000|26,000|26,000|26,000|26,000|"Number of
framers
reached"|"Activity
report"|156|"Bi-
annual"|DACO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Crop|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Diversification|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
and yield|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
improvement|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Promotion of|"Agricultural
Camps"|4080|4080|4080|4080|4080|"Number of
framers
reached"|"Activity
report"|156|Annually|"DACO
Partners"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Conservation|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Agriculture|||||||||156|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Promotion of|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
farm|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Management|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Skills|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Nutritional|"Agricultural
Camps"|510|510|510|510|510|"Number of
framers
reached"|"Activity
report"|157|Annually|"DACO
Partners"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Education|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Extension|"Agricultural
Camps"|19|20|21|22|23|"Number of
framers
trained"|"Activity
report"|157|Annually|DACO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Methodology -|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Trainings|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Extension|"Agricultural
Camps"|1,020|1,020|1,020|1,020|1,020|"Number of
framers
trained"|"Activity
report"|157|Annually|DACO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Farner field|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
schools|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Farmer facilitation||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Farmer|"Agricultural
Camps"|12142|13142|14142|15142|16142|"Number of
farmers
reached"|"Activity
Report"|157|Annually|DACO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
facilitation to|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
camp and block|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
operation|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Sensitization on access to agricultural , information and Services NAIS||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Agricultural||5|4|5|4|4|"Number of
progrmmes
aired"|"Activity
Report"|157|"Quarterl
y"|"DACO
Partners"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
News and|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Literature|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Production/|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Radio Farm|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Forum|||||||||157|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Provincial and|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
District shows|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Agriculture|"Agricultural
Camps"|5|4|5|4|4|"Number of
news articles
published"|"Activity
Report"|158|"Quarterl
y"|DACO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Information|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
collection and|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Dissemination|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
of news|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Promotion of Agricultural Mechanization and ADP technologies.||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Promotion of|"Agricultural
Camps"||1000|1050|1100|1150|"Number of
farmers
reached"|"Activity
Report"|158|"Quarterl
y"|DACO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Agricultural|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Mechanization|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
and ADP|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
technologies.|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Programme|Farmer Trainings||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Farmer training|"Shikabeta
Camp and
Mphashya
Camp"|500|500|750|750|750|"Number of
farmers
trained"|"Activity
Report"|158|"Quarterl
y"|"DACO
Partners"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
in irrigation|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Practices.|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Entrepreneurshi|"12 agric
Camps"|1000|1200|1000|1000|-|"Number of
farmers
trained"|"Activity
Report"|158|"Quarterl
y"|DACO|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
p Training.|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Training of fish|District|800|1000|1200|1500|1500|"Number of
farmers
trained"|"Activity
Report"|158|"Quarterl
y"|"Fisheries
Department"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
farmers in ponds|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
construction|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
,management|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
and value|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
addition on fish|||||||||158|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Training of|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
farmers in|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
protection of|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
water catchment|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
areas|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Farmer trainings|District|750|750|1500|3000|4500|"Number of
farmers
trained"|"Activity
Report"|159|"Quarterl
y"|"Livestock
Department"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
in livestock|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
production|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
Disease|District|500|750|1250|1750|1750|"Number of
farmers
trained"|"Activity
Report"|159|"Quarterl
y"|"Veterinary
Department"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
management|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
trainings|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
training of|District|800|800|1000|1500|3000|"Number of
farmers
trained"|"Activity
Report"|159|"Quarterl
y"|"MFL/MW
DSE"|Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
farmer managed|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
natural|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
regeneration|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
[FMNR]|||||||||159|||Rufunsa Town Council|Lusaka Province|Rufunsa|Rufunsa
